currency,series,page,power_kw,power_hp,output_rpm,type_full,gearbox,motor,price_foot,price_flange
EUR,IRKM,29,30,40,134-226,İRKM 93 / C180 L4b(*C),İRKM 93,C180 L4b(*C),3253.00,3377.00
EUR,IRKM,29,30,40,14-48,İRKM 153 / 200 L4c,İRKM 153,200 L4c,10036.00,9632.00
EUR,IRKM,29,30,40,22-76,İRKM 143 / 200 L4c,İRKM 143,200 L4c,7710.00,7962.00
EUR,IRKM,29,30,40,32-172,İRKM 123 / 200 L4c,İRKM 123,200 L4c,5098.00,5278.00
EUR,IRKM,29,30,40,97-214,İRKM 103 / 200 L4c,İRKM 103,200 L4c,4101.00,4225.00
EUR,IRKM,29,37,40,16-59,İRKM 153 / C200 L4b(*C),İRKM 153,C200 L4b(*C),10313.00,10635.00
EUR,IRKM,29,37,50,34-203,İRKM 143 / C200 L4b(*C),İRKM 143,C200 L4b(*C),8008.00,8260.00
EUR,IRKM,29,37,50,41-172,İRKM 123 / C200 L4b(*C),İRKM 123,C200 L4b(*C),5355.00,5535.00
EUR,IRKM,29,37,50,97-214,İRKM 103 / C200 L4b(*C),İRKM 103,C200 L4b(*C),4263.00,4443.00
EUR,IRKM,29,37,50,16-59,İRKM 153 / 225 S4,İRKM 153,225 S4,10691.00,11013.00
EUR,IRKM,29,37,50,34-203,İRKM 143 / 225 S4,İRKM 143,225 S4,8370.00,8622.00
EUR,IRKM,29,37,50,41-172,İRKM 123 / 225 S4,İRKM 123,225 S4,5711.00,5891.00
EUR,IRKM,29,45,50,20-72,İRKM 153 / 225 M4,İRKM 153,225 M4,10773.00,11095.00
EUR,IRKM,29,45,60,58-203,İRKM 143 / 225 M4,İRKM 143,225 M4,8429.00,5950.00
EUR,IRKM,29,45,60,52-172,İRKM 123 / 225 M4,İRKM 123,225 M4,5806.00,5986.00
EUR,IRKM,29,55,60,23-95,İRKM 153 / C225M4b(*C),İRKM 153,C225M4b(*C),11600.00,12003.00
EUR,IRKM,29,55,75,52-203,İRKM 143 / C225M4b(*C),İRKM 143,C225M4b(*C),9836.00,10139.00
EUR,IRKM,29,55,75,76-172,İRKM 123 / C225M4b(*C),İRKM 123,C225M4b(*C),7153.00,7456.00
EUR,IRKM,29,55,75,23-95,İRKM 153 / 250 M4c,İRKM 153,250 M4c,11858.00,12261.00
EUR,IRKM,29,55,75,52-62,İRKPM 143 / 250 M4c(*P),İRKPM 143,250 M4c(*P),10054.00,10357.00
EUR,IRKM,29,55,75,58-203,İRKM 143 / 250 M4c,İRKM 143,250 M4c,9621.00,9924.00
EUR,IRKM,29,75,75,33-113,İRKM 153 / 280 S4,İRKM 153,280 S4,13822.00,14225.00
EUR,IRKM,29,75,100,69-203,İRKM 143 / 280 S4,İRKM 143,280 S4,11528.00,11831.00
EUR,IRKM,29,90,100,37-113,İRKM 153 / 280 M4,İRKM 153,280 M4,14366.00,14769.00
EUR,IRKM,29,90,120,83-203,İRKM 143 / 280 M4,İRKM 143,280 M4,12061.00,12363.00
EUR,IRKM,30,110,150,59-113,İRKM 153 / 315 S4,İRKM 153,315 S4,17758.00,18161.00
EUR,IRKM,30,132,160,59-113,İRKM 153 / 315 M4a,İRKM 153,315 M4a,19203.00,19606.00
EUR,IRKM,30,160,220,72-113,İRKM 153 / 315 M4b,İRKM 153,315 M4b,20549.00,20952.00
EUR,IRKM,30,185,250,79-113,İRKM 153 / 315 L4a,İRKM 153,315 L4a,21725.00,22128.00
EUR,IRKM,30,200,275,95-113,İRKM 153 / 315 L4b,İRKM 153,315 L4b,23987.00,24301.00
EUR,IRK,31,,,"370,00 €",IRK 42,IRK 42,,23.00,
EUR,IRK,31,,,"30,00 €","25,00 €","25,00 €",,26.00,
EUR,IRK,31,,,"384,00 €",IRK 43,IRK 43,,23.00,
EUR,IRK,31,,,"30,00 €","25,00 €","25,00 €",,26.00,
EUR,IRK,31,,,"376,00 €",IRK 52,IRK 52,,28.00,
EUR,IRK,31,,,"37,00 €","31,00 €","31,00 €",,31.00,
EUR,IRK,31,,,"394,00 €",IRK 53,IRK 53,,28.00,
EUR,IRK,31,,,"37,00 €","31,00 €","31,00 €",,31.00,
EUR,IRK,31,,,"482,00 €",IRK 63,IRK 63,,34.00,
EUR,IRK,31,,,"43,00 €","37,00 €","37,00 €",,39.00,
EUR,IRK,31,,,"694,00 €",IRK 63 IR 52,IRK 63 IR 52,,34.00,
EUR,IRK,31,,,"43,00 €","37,00 €","37,00 €",,39.00,
EUR,IRK,31,,,"768,00 €",IRK 73,IRK 73,,51.00,
EUR,IRK,31,,,"63,00 €","55,00 €","55,00 €",,53.00,
EUR,IRK,31,,,"908,00 €",IRK 74,IRK 74,,51.00,
EUR,IRK,31,,,"63,00 €","55,00 €","55,00 €",,53.00,
EUR,IRK,31,,,"1.035,00 €",IRK 73 IR 52,IRK 73 IR 52,,51.00,
EUR,IRK,31,,,"63,00 €","55,00 €","55,00 €",,53.00,
EUR,IRK,31,,,"1.044,00 €",IRK 73 IR 53,IRK 73 IR 53,,51.00,
EUR,IRK,31,,,"63,00 €","55,00 €","55,00 €",,53.00,
EUR,IRK,31,,,"1.153,00 €",IRK 83,IRK 83,,56.00,
EUR,IRK,31,,,"68,00 €","60,00 €","60,00 €",,59.00,
EUR,IRK,31,,,"1.373,00 €",IRK 84,IRK 84,,56.00,
EUR,IRK,31,,,"68,00 €","60,00 €","60,00 €",,59.00,
EUR,IRK,31,,,"1.529,00 €",IRK 83 IR 52,IRK 83 IR 52,,56.00,
EUR,IRK,31,,,"68,00 €","60,00 €","60,00 €",,59.00,
EUR,IRK,31,,,"1.542,00 €",IRK 83 IR 53,IRK 83 IR 53,,56.00,
EUR,IRK,31,,,"68,00 €","60,00 €","60,00 €",,59.00,
EUR,IRK,31,,,"1.611,00 €",IRK 93,IRK 93,,63.00,
EUR,IRK,31,,,"86,00 €","67,00 €","67,00 €",,64.00,
EUR,IRK,31,,,"1.844,00 €",IRK 94,IRK 94,,63.00,
EUR,IRK,31,,,"86,00 €","67,00 €","67,00 €",,64.00,
EUR,IRK,31,,,"1.960,00 €",IRK 93 IR 62,IRK 93 IR 62,,63.00,
EUR,IRK,31,,,"86,00 €","67,00 €","67,00 €",,64.00,
EUR,IRK,31,,,"1.972,00 €",IRK 93 IR 63,IRK 93 IR 63,,63.00,
EUR,IRK,31,,,"86,00 €","67,00 €","67,00 €",,64.00,
EUR,IRK,31,,,"2.361,00 €",IRK 103,IRK 103,,68.00,
EUR,IRK,31,,,"93,00 €","72,00 €","72,00 €",,88.00,
EUR,IRK,31,,,"2.672,00 €",IRK 104,IRK 104,,68.00,
EUR,IRK,31,,,"93,00 €","72,00 €","72,00 €",,88.00,
EUR,IRK,31,,,"2.896,00 €",IRK 103 IR 62,IRK 103 IR 62,,68.00,
EUR,IRK,31,,,"93,00 €","72,00 €","72,00 €",,88.00,
EUR,IRK,31,,,"2.914,00 €",IRK 103 IR 63,IRK 103 IR 63,,68.00,
EUR,IRK,31,,,"93,00 €","72,00 €","72,00 €",,88.00,
EUR,IRK,31,,,"3.507,00 €",IRK 123,IRK 123,,111.00,
EUR,IRK,31,,,"146,00 €","118,00 €","118,00 €",,171.00,
EUR,IRK,31,,,"3.846,00 €",IRK 124,IRK 124,,111.00,
EUR,IRK,31,,,"146,00 €","118,00 €","118,00 €",,171.00,
EUR,IRK,31,,,"3.997,00 €",IRK 123 IR72,IRK 123 IR72,,111.00,
EUR,IRK,31,,,"146,00 €","118,00 €","118,00 €",,171.00,
EUR,IRK,31,,,"4.014,00 €",IRK 123 IR73,IRK 123 IR73,,111.00,
EUR,IRK,31,,,"146,00 €","118,00 €","118,00 €",,171.00,
EUR,IRK,31,,,"5.523,00 €",IRK 143,IRK 143,,174.00,
EUR,IRK,31,,,"234,00 €","184,00 €","184,00 €",,281.00,
EUR,IRK,31,,,"5.767,00 €",IRK 144,IRK 144,,174.00,
EUR,IRK,31,,,"234,00 €","184,00 €","184,00 €",,281.00,
EUR,IRK,31,,,"5.938,00 €",IRK 143 IR 72,IRK 143 IR 72,,174.00,
EUR,IRK,31,,,"234,00 €","184,00 €","184,00 €",,281.00,
EUR,IRK,31,,,"5.956,00 €",IRK 143 IR 73,IRK 143 IR 73,,174.00,
EUR,IRK,31,,,"234,00 €","184,00 €","184,00 €",,281.00,
EUR,IRK,31,,,"8.429,00 €",IRK 153,IRK 153,,220.00,
EUR,IRK,31,,,"340,00 €","254,00 €","254,00 €",,313.00,
EUR,IRK,31,,,"8.702,00 €",IRK 154,IRK 154,,220.00,
EUR,IRK,31,,,"340,00 €","254,00 €","254,00 €",,313.00,
EUR,IRK,31,,,"9.044,00 €",IRK 153 IR 92,IRK 153 IR 92,,220.00,
EUR,IRK,31,,,"340,00 €","254,00 €","254,00 €",,313.00,
EUR,IRK,31,,,"9.111,00 €",IRK 153 IR 93,IRK 153 IR 93,,220.00,
EUR,IRK,31,,,"340,00 €","254,00 €","254,00 €",,313.00,
EUR,IRK,31,,,"9.230,00 €",IRK 153 IR 102,IRK 153 IR 102,,220.00,
EUR,IRK,31,,,"340,00 €","254,00 €","254,00 €",,313.00,
EUR,YPM,36,0.12,,"0,21-0,48",YPPM 103 İR 63 / 63 M4a(*P),YPPM 103 İR 63,63 M4a(*P),2063.00,2175.00
EUR,YPM,36,0.12,0.16,"0,56-0,71",YPPM 102 İR 63 / 63 M4a(*P),YPPM 102 İR 63,63 M4a(*P),2010.00,2121.00
EUR,YPM,36,0.12,0.16,"0,30-0,42",YPPM 93 İR 63 / 63 M4a(*P),YPPM 93 İR 63,63 M4a(*P),1635.00,1688.00
EUR,YPM,36,0.12,0.16,"0,49-1,2",YPPM 92 İR 63 / 63 M4a(*P),YPPM 92 İR 63,63 M4a(*P),1587.00,1640.00
EUR,YPM,36,0.12,0.16,"0,53-0,95",YPPM 83 İR 53 / 63 M4a(*P),YPPM 83 İR 53,63 M4a(*P),1174.00,1206.00
EUR,YPM,36,0.12,0.16,"0,99-2,2",YPPM 82 İR 53 / 63 M4a(*P),YPPM 82 İR 53,63 M4a(*P),1149.00,1180.00
EUR,YPM,36,0.12,0.16,"0,91-3,7",YPPM 72 İR 53 / 63 M4a(*P),YPPM 72 İR 53,63 M4a(*P),836.00,860.00
EUR,YPM,36,0.12,0.16,"2,9-5,5",YPPM 74 / 63 M4a(*P),YPPM 74,63 M4a(*P),720.00,744.00
EUR,YPM,36,0.12,0.16,"2,2-10",YPPM 63 İR 42 / 63 M4a(*P),YPPM 63 İR 42,63 M4a(*P),666.00,688.00
EUR,YPM,36,0.12,0.16,"3,9-11",YPPM 62 İR 42 / 63 M4a(*P),YPPM 62 İR 42,63 M4a(*P),652.00,674.00
EUR,YPM,36,0.12,0.16,"7,4-11",YPPM 63 / 63 M4a(*P),YPPM 63,63 M4a(*P),448.00,470.00
EUR,YPM,36,0.12,0.16,"4,0-8,0",YPM 53 İR 42 / 63 M4a,YPM 53 İR 42,63 M4a,611.00,629.00
EUR,YPM,36,0.12,0.16,"7,2-16",YPPM 52 İR 42 / 63 M4a(*P),YPPM 52 İR 42,63 M4a(*P),603.00,621.00
EUR,YPM,36,0.12,0.16,10-17,YPPM 53 / 63 M4a(*P),YPPM 53,63 M4a(*P),352.00,371.00
EUR,YPM,36,0.12,0.16,10-60,YPPM 43 / 63 M4a(*P),YPPM 43,63 M4a(*P),299.00,317.00
EUR,YPM,36,0.18,0.16,"0,27-0,48",YPPM 103 İR 63 / 63 M4b(*P),YPPM 103 İR 63,63 M4b(*P),2072.00,2183.00
EUR,YPM,36,0.18,0.25,"0,56-1,3",YPPM 102 İR 63 / 63 M4b(*P),YPPM 102 İR 63,63 M4b(*P),2015.00,2127.00
EUR,YPM,36,0.18,0.25,"0,38-0,42",YPPM 93 İR 63 / 63 M4a(*P),YPPM 93 İR 63,63 M4a(*P),1643.00,1696.00
EUR,YPM,36,0.18,0.25,"0,49-1,3",YPPM 92 İR 62 / 63 M4a(*P),YPPM 92 İR 62,63 M4a(*P),1595.00,1648.00
EUR,YPM,36,0.18,0.25,"1,1-1,8",YPM 94 / 71 M6a,YPM 94,71 M6a,1486.00,1541.00
EUR,YPM,36,0.18,0.25,"0,86-0,95",YPPM 83 İR 53 / 63 M4b(*P),YPPM 83 İR 53,63 M4b(*P),1185.00,1217.00
EUR,YPM,36,0.18,0.25,"0,99-2,2",YPPM 82 İR 53 / 63 M4b(*P),YPPM 82 İR 53,63 M4b(*P),1160.00,1191.00
EUR,YPM,36,0.18,0.25,"1,3-1,9",YPM 84 / 71 M6a,YPM 84,71 M6a,1075.00,1106.00
EUR,YPM,36,0.18,0.25,"1,5-3,7",YPPM 72 İR 53 / 63 M4b(*P),YPPM 72 İR 53,63 M4b(*P),841.00,865.00
EUR,YPM,36,0.18,0.25,"1,8-2,4",YPM 74 / 71 M6a,YPM 74,71 M6a,727.00,751.00
EUR,YPM,36,0.18,0.25,"2,9-6,1",YPPM 74 / 63 M4b(*P),YPPM 74,63 M4b(*P),726.00,750.00
EUR,YPM,36,0.18,0.25,"4,9-6,9",YPM 73 / 71 M6a,YPM 73,71 M6a,623.00,648.00
EUR,YPM,36,0.18,0.25,"6,6-7,0",YPPM 73 / 63 M4b(*P),YPPM 73,63 M4b(*P),617.00,641.00
EUR,YPM,36,0.18,0.25,"3,3-10",YPPM 63 İR 42 / 63 M4b(*P),YPPM 63 İR 42,63 M4b(*P),669.00,690.00
EUR,YPM,36,0.18,0.25,"3,9-11",YPPM 62 İR 42 / 63 M4b(*P),YPPM 62 İR 42,63 M4b(*P),656.00,677.00
EUR,YPM,36,0.18,0.25,"4,7-5,1",YPPM 63 / 71 M6a(*P),YPPM 63,71 M6a(*P),491.00,513.00
EUR,YPM,36,0.18,0.25,"5,4-8,5",YPM 63 / 71 M6a,YPM 63,71 M6a,473.00,495.00
EUR,YPM,36,0.18,0.25,"7,4-15",YPPM 63 / 63 M4b(*P),YPPM 63,63 M4b(*P),452.00,474.00
EUR,YPM,36,0.18,0.25,"5,4-8,0",YPM 53 İR 42 / 63 M4b,YPM 53 İR 42,63 M4b,644.00,662.00
EUR,YPM,36,0.18,0.25,"7,2-16",YPPM 52 İR 42 / 63 M4b(*P),YPPM 52 İR 42,63 M4b(*P),637.00,655.00
EUR,YPM,36,0.18,0.25,"6,6-8,6",YPM 53 / 71 M6a,YPM 53,71 M6a,366.00,385.00
EUR,YPM,36,0.18,0.25,10-17,YPPM 53 / 63 M4b(*P),YPPM 53,63 M4b(*P),354.00,373.00
EUR,YPM,36,0.18,0.25,10-60,YPPM 43 / 63 M4b(*P),YPPM 43,63 M4b(*P),305.00,323.00
EUR,YPM,36,0.18,0.25,62-302,YPPM 42 / 63 M4b(*P),YPPM 42,63 M4b(*P),296.00,315.00
EUR,YPM,36,0.18,0.25,332-605,YPPM 42 / 63 M2a(*P),YPPM 42,63 M2a(*P),297.00,316.00
EUR,YPM,36,0.25,0.25,"0,13-0,43",YPM 143 İR 73 / 71 M4a,YPM 143 İR 73,71 M4a,4785.00,5038.00
EUR,YPM,36,0.25,0.34,"0,18-0,43",YPM 123 İR 73 / 71 M4a,YPM 123 İR 73,71 M4a,2954.00,3118.00
EUR,YPM,36,0.25,0.34,"0,36-0,48",YPM 103 İR 63 / 71 M4a,YPM 103 İR 63,71 M4a,2113.00,2221.00
EUR,YPM,36,0.25,0.34,"0,56-1,8",YPM 102 İR 63 / 71 M4a,YPM 102 İR 63,71 M4a,2081.00,2189.00
EUR,YPM,36,0.25,0.34,"1,1-1,4",YPM 104 / 71 M6b,YPM 104,71 M6b,2017.00,2125.00
EUR,YPM,36,0.25,0.34,"0,55-2,0",YPM 92 İR 63 / 71 M4a,YPM 92 İR 63,71 M4a,1617.00,1670.00
EUR,YPM,36,0.25,0.34,"1,2-2,1",YPM 94 / 71 M6b,YPM 94,71 M6b,1492.00,1545.00
EUR,YPM,36,0.25,0.34,"1,8-2,5",YPM 94 / 71 M4a,YPM 94,71 M4a,1474.00,1527.00
EUR,YPM,36,0.25,0.34,"1,2-4,1",YPM 82 İR 53 / 71 M4a,YPM 82 İR 53,71 M4a,1170.00,1202.00
EUR,YPM,36,0.25,0.34,"3,2-5,0",YPM 82 İR 52 / 71 M4a,YPM 82 İR 52,71 M4a,1159.00,1191.00
EUR,YPM,37,0.25,,"1,4-1,9",YPM 84 / 71 M6b,YPM 84,71 M6b,1081.00,1113.00
EUR,YPM,37,0.25,0.34,"2,1-4,3",YPM 84 / 71 M4a,YPM 84,71 M4a,1064.00,1096.00
EUR,YPM,37,0.25,0.34,"3,7-5,2",YPM 83 / 71 M6b,YPM 83,71 M6b,934.00,966.00
EUR,YPM,37,0.25,0.34,"2,4-7,2",YPM 73 İR 52 / 71 M4a,YPM 73 İR 52,71 M4a,850.00,875.00
EUR,YPM,37,0.25,0.34,"2,0-7,9",YPM 72 İR 53 / 71 M4a,YPM 72 İR 53,71 M4a,844.00,868.00
EUR,YPM,37,0.25,0.34,"2,9-6,1",YPM 74 / 71 M4a,YPM 74,71 M4a,719.00,743.00
EUR,YPM,37,0.25,0.34,"4,2-4,5",YPPM 73 / 71 M6b(*P),YPPM 73,71 M6b(*P),689.00,713.00
EUR,YPM,37,0.25,0.34,"4,9-7,0",YPM 73 / 71 M6b,YPM 73,71 M6b,653.00,677.00
EUR,YPM,37,0.25,0.34,"6,6-7,1",YPM 73 / 71 M4a,YPM 73,71 M4a,636.00,660.00
EUR,YPM,37,0.25,0.34,"4,9-10",YPM 63 İR 42 / 71 M4a,YPM 63 İR 42,71 M4a,687.00,708.00
EUR,YPM,37,0.25,0.34,"5,0-11",YPM 62 İR 42 / 71 M4a,YPM 62 İR 42,71 M4a,674.00,696.00
EUR,YPM,37,0.25,0.34,"5,1",YPPM 63 / 71 M6b(*P),YPPM 63,71 M6b(*P),503.00,524.00
EUR,YPM,37,0.25,0.34,"5,4-8,5",YPM 63 / 71 M6b,YPM 63,71 M6b,476.00,498.00
EUR,YPM,37,0.25,0.34,"7,4-22",YPPM 63 / 71 M4a(*P),YPPM 63,71 M4a(*P),485.00,507.00
EUR,YPM,37,0.25,0.34,"8,4-15",YPM 63 / 71 M4a,YPM 63,71 M4a,460.00,482.00
EUR,YPM,37,0.25,0.34,8,YPM 53 İR 42 / 71 M4a,YPM 53 İR 42,71 M4a,647.00,666.00
EUR,YPM,37,0.25,0.34,"9,1-16",YPM 52 İR 42 / 71 M4a,YPM 52 İR 42,71 M4a,640.00,658.00
EUR,YPM,37,0.25,0.34,12-61,YPM 53 / 71 M4a,YPM 53,71 M4a,355.00,374.00
EUR,YPM,37,0.25,0.34,54,YPPM 52 / 71 M4a(*P),YPPM 52,71 M4a(*P),367.00,385.00
EUR,YPM,37,0.25,0.34,63-328,YPM 52 / 71 M4a,YPM 52,71 M4a,348.00,366.00
EUR,YPM,37,0.25,0.34,386-782,YPM 52 / 63 M2b,YPM 52,63 M2b,346.00,364.00
EUR,YPM,37,0.25,0.34,14-60,YPM 43 / 71 M4a,YPM 43,71 M4a,315.00,333.00
EUR,YPM,37,0.25,0.34,37-58,YPPM 43 / 63 M2b(*P),YPPM 43,63 M2b(*P),307.00,325.00
EUR,YPM,37,0.25,0.34,62-302,YPM 42 / 71 M4a,YPM 42,71 M4a,306.00,324.00
EUR,YPM,37,0.25,0.34,332-605,YPPM 42 / 63 M2b(*P),YPPM 42,63 M2b(*P),302.00,320.00
EUR,YPM,37,0.37,0.34,"0,19-0,64",YPM 143 İR 73 / 71 M4b,YPM 143 İR 73,71 M4b,4813.00,5065.00
EUR,YPM,37,0.37,0.50,"0,32-0,43",YPM 123 İR 73 / 71 M4b,YPM 123 İR 73,71 M4b,2965.00,3130.00
EUR,YPM,37,0.37,0.50,"0,63-5,8",YPM 102 İR 63 / 71 M4b,YPM 102 İR 63,71 M4b,2090.00,2198.00
EUR,YPM,37,0.37,0.50,"1,1-1,4",YPM 104 / 80 M6a,YPM 104,80 M6a,1974.00,2082.00
EUR,YPM,37,0.37,0.50,,YPPM 104 / 71 M4b(*P),YPPM 104,71 M4b(*P),2027.00,2138.00
EUR,YPM,37,0.37,0.50,"0,78-3,3",YPM 92 İR 63 / 71M4b,YPM 92 İR 63,71M4b,1624.00,1677.00
EUR,YPM,37,0.37,0.50,"1,2-2,1",YPM 94 / 80 M6a,YPM 94,80 M6a,1505.00,1558.00
EUR,YPM,37,0.37,0.50,"1,8-3,9",YPM 94 / 71 M4b,YPM 94,71 M4b,1483.00,1536.00
EUR,YPM,37,0.37,0.50,"3,1-4,5",YPM 93 / 80 M6a,YPM 93,80 M6a,1299.00,1352.00
EUR,YPM,37,0.37,0.50,"1,9-5,2",YPM 82 İR 53 / 71 M4b,YPM 82 İR 53,71 M4b,1189.00,1221.00
EUR,YPM,37,0.37,0.50,"3,2-6,3",YPM 82 İR 52 / 71 M4b,YPM 82 İR 52,71 M4b,1179.00,1211.00
EUR,YPM,37,0.37,0.50,"1,9",YPM 84 / 80 M6a,YPM 84,80 M6a,1093.00,1125.00
EUR,YPM,37,0.37,0.50,"2,1-5,4",YPM 84 / 71 M4b,YPM 84,71 M4b,1070.00,1102.00
EUR,YPM,37,0.37,0.50,"3,7-5,2",YPM 83 / 80 M6a,YPM 83,80 M6a,947.00,979.00
EUR,YPM,37,0.37,0.50,"5,8-6,9",YPM 83 / 71 M4b,YPM 83,71 M4b,923.00,955.00
EUR,YPM,37,0.37,0.50,"4,2-7,2",YPM 73 İR 53 / 71 M4b,YPM 73 İR 53,71 M4b,866.00,890.00
EUR,YPM,37,0.37,0.50,"2,8-7,9",YPM 72 İR 53 / 71 M4b,YPM 72 İR 53,71 M4b,857.00,881.00
EUR,YPM,37,0.37,0.50,"3,8-6,1",YPM 74 / 71 M4b,YPM 74,71 M4b,734.00,759.00
EUR,YPM,37,0.37,0.50,"4,2-4,5",YPPM 73 / 80 M6a(*P),YPPM 73,80 M6a(*P),703.00,727.00
EUR,YPM,37,0.37,0.50,"4,9-6,9",YPM 73 / 80 M6a,YPM 73,80 M6a,666.00,690.00
EUR,YPM,37,0.37,0.50,"6,6-7,1",YPPM 73 / 71 M4b(*P),YPPM 73,71 M4b(*P),678.00,702.00
EUR,YPM,37,0.37,0.50,"7,6-18",YPM 73 / 71 M4b,YPM 73,71 M4b,643.00,667.00
EUR,YPM,37,0.37,0.50,"6,2-10",YPM 63 İR 42 / 71 M4b,YPM 63 İR 42,71 M4b,705.00,727.00
EUR,YPM,37,0.37,0.50,"7,1-11",YPM 62 İR 42 / 71 M4b,YPM 62 İR 42,71 M4b,692.00,714.00
EUR,YPM,37,0.37,0.50,"6,9-8,5",YPM 63 / 80 M6a,YPM 63,80 M6a,492.00,514.00
EUR,YPM,38,0.37,,"7,4-32",YPPM 63 / 71 M4b(*P),YPPM 63,71 M4b(*P),494.00,516.00
EUR,YPM,38,0.37,0.50,"8,4-29",YPM 63 / 71 M4b,YPM 63,71 M4b,469.00,487.00
EUR,YPM,38,0.37,0.50,15-61,YPM 53 / 71 M4b,YPM 53,71 M4b,363.00,382.00
EUR,YPM,38,0.37,0.50,63-328,YPM 52 / 71 M4b,YPM 52,71 M4b,355.00,373.00
EUR,YPM,38,0.37,0.50,386-782,YPM 52 / 71 M2a,YPM 52,71 M2a,349.00,367.00
EUR,YPM,38,0.37,0.50,21-60,YPM 43 / 71 M4b,YPM 43,71 M4b,321.00,339.00
EUR,YPM,38,0.37,0.50,37-58,YPM 43 / 71 M2a,YPM 43,71 M2a,314.00,332.00
EUR,YPM,38,0.37,0.50,62-72,YPPM 42 / 71 M4b(*P),YPPM 42,71 M4b(*P),329.00,347.00
