currency,page,table,cells
USD,2,MA/MK SERIES SPLINED SHAFT PRICE LIST($),"MA /MK …5 | $339,00 | $225,00"
USD,2,MA/MK SERIES SPLINED SHAFT PRICE LIST($),"MA /MK …6 | $394,00 | $263,00"
USD,2,MA/MK SERIES SPLINED SHAFT PRICE LIST($),"MA /MK …7 | $482,00 | $321,00"
USD,2,MA/MK SERIES SPLINED SHAFT PRICE LIST($),"MA /MK …8 | $620,00 | $409,00"
USD,2,MA/MK SERIES SPLINED SHAFT PRICE LIST($),"MA /MK …9 | $761,00 | $505,00"
USD,2,MA/MK SERIES SPLINED SHAFT PRICE LIST($),"MA /MK …10 | $971,00 | $636,00"
USD,2,MA/MK SERIES SPLINED SHAFT PRICE LIST($),"MA /MK …11 | $1.124,00 | $743,00"
USD,2,MA/MK SERIES SPLINED SHAFT PRICE LIST($),"MA /MK …12 | $1.395,00 | $926,00"
USD,2,BACKSTOP (MA/MK... SERIES),BACKSTOP (MA/MK... SERIES) | PRICE ($)
USD,2,BACKSTOP (MA/MK... SERIES),"MA /MK …4 | $678,00"
USD,2,BACKSTOP (MA/MK... SERIES),"MA /MK …5 | $781,00"
USD,2,BACKSTOP (MA/MK... SERIES),"MA /MK …6 | $781,00"
USD,2,BACKSTOP (MA/MK... SERIES),"MA /MK …7 | $915,00"
USD,2,BACKSTOP (MA/MK... SERIES),"MA /MK …8 | $915,00"
USD,2,BACKSTOP (MA/MK... SERIES),"MA /MK …9 | $990,00"
USD,2,BACKSTOP (MA/MK... SERIES),"MA /MK …10 | $990,00"
USD,2,BACKSTOP (MA/MK... SERIES),"MA /MK …11 | $1.277,00"
USD,2,BACKSTOP (MA/MK... SERIES),"MA /MK …12 | $1.277,00"
USD,3,SPECIAL APPLICATIONS -2 PRICE LIST($),FORCED LUBRICATION (MA/MK…. SERIES) | PRICE ($) | COOLING COIL (MA/MK…. SERIES) | PRICE ($)
USD,3,SPECIAL APPLICATIONS -2 PRICE LIST($),"MA /MK 4… | $293,00 | MA /MK 4… | $573,00"
USD,3,SPECIAL APPLICATIONS -2 PRICE LIST($),"MA /MK 5... | $338,00 | MA /MK 5... | $614,00"
USD,3,SPECIAL APPLICATIONS -2 PRICE LIST($),"MA /MK 6… | $340,00 | MA /MK 6… | $727,00"
USD,3,SPECIAL APPLICATIONS -2 PRICE LIST($),"MA /MK 7… | $389,00 | MA /MK 7… | $827,00"
USD,3,SPECIAL APPLICATIONS -2 PRICE LIST($),"MA /MK 8… | $389,00 | MA /MK 8… | $1.031,00"
USD,3,SPECIAL APPLICATIONS -2 PRICE LIST($),"MA /MK 9… | $485,00 | MA /MK 9… | $1.226,00"
USD,3,SPECIAL APPLICATIONS -2 PRICE LIST($),"MA /MK 10… | $485,00 | MA /MK 10… | $1.419,00"
USD,3,SPECIAL APPLICATIONS -2 PRICE LIST($),"MA /MK 11… | $810,00 | MA /MK 11… | $1.772,00"
USD,3,SPECIAL APPLICATIONS -2 PRICE LIST($),"MA /MK 12… | $810,00 | MA /MK 12… | $2.073,00"
USD,3,FAN COOLING (MA…. SERIES),FAN COOLING (MA…. SERIES) | PRICE ($)
USD,3,FAN COOLING (MA…. SERIES),"MA 4… | $328,00"
USD,3,FAN COOLING (MA…. SERIES),"MA 5... | $432,00"
USD,3,FAN COOLING (MA…. SERIES),"MA 6… | $432,00"
USD,3,FAN COOLING (MA…. SERIES),"MA 7… | $576,00"
USD,3,FAN COOLING (MA…. SERIES),"MA 8… | $576,00"
USD,3,FAN COOLING (MA…. SERIES),"MA 9… | $859,00"
USD,3,FAN COOLING (MA…. SERIES),"MA 10… | $859,00"
USD,3,FAN COOLING (MA…. SERIES),"MA 11… | $1.181,00"
USD,3,FAN COOLING (MA…. SERIES),"MA 12… | $1.181,00"
USD,3,FAN COOLING (MK…. SERIES),FAN COOLING (MK…. SERIES) | PRICE ($)
USD,3,FAN COOLING (MK…. SERIES),"MK 4… | $478,00"
USD,3,FAN COOLING (MK…. SERIES),"MK 5... | $587,00"
USD,3,FAN COOLING (MK…. SERIES),"MK 6… | $587,00"
USD,3,FAN COOLING (MK…. SERIES),"MK 7… | $780,00"
USD,3,FAN COOLING (MK…. SERIES),"MK 8… | $780,00"
USD,3,FAN COOLING (MK…. SERIES),"MK 9… | $1.117,00"
USD,3,FAN COOLING (MK…. SERIES),"MK 10… | $1.117,00"
USD,3,FAN COOLING (MK…. SERIES),"MK 11… | $1.486,00"
USD,3,FAN COOLING (MK…. SERIES),"MK 12… | $1.486,00"
USD,3,SHELL&TUBE HEAT EXCHANGER (MA/MK… SERIES),SHELL&TUBE HEAT EXCHANGER (MA/MK… SERIES) | Cooling Power (kW) | PRICE ($)
USD,3,SHELL&TUBE HEAT EXCHANGER (MA/MK… SERIES),"BE 1 | 4 kW | $922,00"
USD,3,SHELL&TUBE HEAT EXCHANGER (MA/MK… SERIES),"BE 2 | 6 kW | $938,00"
USD,3,SHELL&TUBE HEAT EXCHANGER (MA/MK… SERIES),"BE 3 | 10 kW | $1.116,00"
USD,3,SHELL&TUBE HEAT EXCHANGER (MA/MK… SERIES),"BE 4 | 20 kW | $1.355,00"
USD,3,BRAZED HEAT EXCHANGER (MA/MK… SERIES),BRAZED HEAT EXCHANGER (MA/MK… SERIES) | Cooling Power (kW) | PRICE ($)
USD,3,BRAZED HEAT EXCHANGER (MA/MK… SERIES),"LE 1 | 4 kW | $975,00"
USD,3,BRAZED HEAT EXCHANGER (MA/MK… SERIES),"LE 2 | 6 kW | $1.062,00"
USD,3,BRAZED HEAT EXCHANGER (MA/MK… SERIES),"LE 3 | 10 kW | $1.325,00"
USD,3,BRAZED HEAT EXCHANGER (MA/MK… SERIES),"LE 4 | 20 kW | $1.534,00"
USD,3,AIR HEAT EXCHANGER (MA/MK… SERIES),AIR HEAT EXCHANGER (MA/MK… SERIES) | Cooling Power (kW) | PRICE ($)
USD,3,AIR HEAT EXCHANGER (MA/MK… SERIES),"RS 1 | 6,5 kW | $1.610,00"
USD,3,AIR HEAT EXCHANGER (MA/MK… SERIES),"RS 2 | 10 kW | $1.667,00"
USD,3,AIR HEAT EXCHANGER (MA/MK… SERIES),"RS 3 | 15 kW | $1.958,00"
USD,3,AIR HEAT EXCHANGER (MA/MK… SERIES),"RS 4 | 20 kW | $2.073,00"
USD,3,OIL EXPANSION TANK (MA/MK… SERIES),OIL EXPANSION TANK (MA/MK… SERIES) | TANK CAPACITY (Lt.) | PRICE ($)
USD,3,OIL EXPANSION TANK (MA/MK… SERIES),"ET02 | 2 Lt. | $134,00"
USD,3,OIL EXPANSION TANK (MA/MK… SERIES),"ET03 | 3 Lt. | $159,00"
USD,3,OIL EXPANSION TANK (MA/MK… SERIES),"ET04 | 4 Lt. | $185,00"
USD,3,OIL EXPANSION TANK (MA/MK… SERIES),"ET05 | 5 Lt. | $219,00"
USD,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST($),GEARBOX TYPE | HOLLOW SHAFT (MA…G..) | OUTPUT SHAFT (MA…SL/SR) | DOUBLE OUTPUT SHAFT (MA…SD) | SHRINK DISC (MA…SDL/SDR) | OUTPUT FLANGE (MA…FL/FR)
USD,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST($),"MA ….402 | $2.858,00 | $2.803,00 | $2.940,00 | $3.188,00 | $535,00"
USD,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST($),"MA ….403 | $3.152,00 | $3.091,00 | $3.238,00 | $3.500,00 | $535,00"
USD,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST($),"MA ….502 | $3.847,00 | $3.715,00 | $3.906,00 | $4.208,00 | $633,00"
USD,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST($),"MA ….503 | $4.144,00 | $3.923,00 | $4.114,00 | $4.416,00 | $633,00"
USD,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST($),"MA ….602 | $4.420,00 | $4.532,00 | $4.893,00 | $5.075,00 | $656,00"
USD,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST($),"MA ….603 | $4.720,00 | $4.832,00 | $5.194,00 | $5.375,00 | $656,00"
USD,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST($),"MA ….702 | $5.542,00 | $5.692,00 | $6.080,00 | $6.320,00 | $1.023,00"
USD,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST($),"MA ….703 | $5.850,00 | $5.999,00 | $6.388,00 | $6.627,00 | $1.023,00"
USD,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST($),"MA ….704 | $6.112,00 | $6.261,00 | $6.650,00 | $6.888,00 | $1.023,00"
USD,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST($),"MA ….802 | $7.268,00 | $7.457,00 | $8.018,00 | $8.182,00 | $1.104,00"
USD,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST($),"MA ….803 | $7.573,00 | $7.763,00 | $8.323,00 | $8.488,00 | $1.104,00"
USD,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST($),"MA ….804 | $7.933,00 | $8.122,00 | $8.683,00 | $8.847,00 | $1.104,00"
USD,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST($),"MA ….902 | $9.075,00 | $9.309,00 | $9.927,00 | $10.686,00 | $1.211,00"
USD,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST($),"MA ….903 | $9.660,00 | $9.894,00 | $10.512,00 | $11.271,00 | $1.211,00"
USD,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST($),"MA ….904 | $9.969,00 | $10.203,00 | $10.821,00 | $11.580,00 | $1.211,00"
USD,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST($),"MA…1002 | $11.383,00 | $11.712,00 | $12.676,00 | $13.051,00 | $1.352,00"
USD,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST($),"MA…1003 | $12.091,00 | $12.420,00 | $13.385,00 | $13.760,00 | $1.352,00"
USD,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST($),"MA…1004 | $12.410,00 | $12.739,00 | $13.705,00 | $14.079,00 | $1.352,00"
USD,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST($),"MA…1102 | $13.619,00 | $13.705,00 | $14.872,00 | $16.348,00 | $2.031,00"
USD,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST($),"MA…1103 | $14.735,00 | $14.661,00 | $15.836,00 | $17.302,00 | $2.031,00"
USD,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST($),"MA…1104 | $15.268,00 | $15.058,00 | $16.230,00 | $17.691,00 | $2.031,00"
USD,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST($),"MA…1202 | $17.872,00 | $16.788,00 | $17.799,00 | $19.954,00 | $2.298,00"
USD,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST($),"MA…1203 | $19.439,00 | $18.372,00 | $19.380,00 | $21.543,00 | $2.298,00"
USD,4,MA... SERIES MONOBLOC GEARBOX PRICE LIST($),"MA…1204 | $20.088,00 | $18.993,00 | $20.039,00 | $22.227,00 | $2.298,00"
USD,4,MK... SERIES (BEVEL HELICAL) MONOBLOC GEARBOX,GEARBOX TYPE | HOLLOW SHAFT (MK…G..) | OUTPUT SHAFT (MK…SL/SR) | DOUBLE OUTPUT SHAFT (MK…SD) | SHRINK DISC (MK…SDL/SDR) | OUTPUT FLANGE (MK…FL/FR)
USD,4,MK... SERIES (BEVEL HELICAL) MONOBLOC GEARBOX,"MK ….403 | $3.770,00 | $3.683,00 | $3.854,00 | $4.180,00 | $535,00"
USD,4,MK... SERIES (BEVEL HELICAL) MONOBLOC GEARBOX,"MK ….404 | $3.857,00 | $3.770,00 | $3.941,00 | $4.267,00 | $535,00"
USD,4,MK... SERIES (BEVEL HELICAL) MONOBLOC GEARBOX,"MK ….503 | $4.430,00 | $4.254,00 | $4.457,00 | $4.904,00 | $633,00"
USD,4,MK... SERIES (BEVEL HELICAL) MONOBLOC GEARBOX,"MK ….504 | $4.527,00 | $4.350,00 | $4.547,00 | $5.024,00 | $633,00"
USD,4,MK... SERIES (BEVEL HELICAL) MONOBLOC GEARBOX,"MK ….603 | $5.089,00 | $5.075,00 | $5.771,00 | $5.953,00 | $656,00"
USD,4,MK... SERIES (BEVEL HELICAL) MONOBLOC GEARBOX,"MK ….604 | $5.220,00 | $5.203,00 | $5.839,00 | $6.020,00 | $656,00"
USD,4,MK... SERIES (BEVEL HELICAL) MONOBLOC GEARBOX,"MK ….703 | $6.390,00 | $6.369,00 | $7.307,00 | $7.546,00 | $1.023,00"
USD,4,MK... SERIES (BEVEL HELICAL) MONOBLOC GEARBOX,"MK ….704 | $6.575,00 | $6.564,00 | $7.445,00 | $7.685,00 | $1.023,00"
USD,4,MK... SERIES (BEVEL HELICAL) MONOBLOC GEARBOX,"MK ….803 | $8.750,00 | $8.939,00 | $9.499,00 | $9.664,00 | $1.104,00"
USD,4,MK... SERIES (BEVEL HELICAL) MONOBLOC GEARBOX,"MK ….804 | $8.922,00 | $9.111,00 | $9.672,00 | $9.836,00 | $1.104,00"
USD,4,MK... SERIES (BEVEL HELICAL) MONOBLOC GEARBOX,"MK ….903 | $10.242,00 | $11.204,00 | $11.822,00 | $12.582,00 | $1.211,00"
USD,4,MK... SERIES (BEVEL HELICAL) MONOBLOC GEARBOX,"MK ….904 | $10.642,00 | $11.429,00 | $12.047,00 | $12.806,00 | $1.211,00"
USD,4,MK... SERIES (BEVEL HELICAL) MONOBLOC GEARBOX,"MK ….1003 | $13.327,00 | $13.656,00 | $14.622,00 | $14.997,00 | $1.352,00"
USD,4,MK... SERIES (BEVEL HELICAL) MONOBLOC GEARBOX,"MK ….1004 | $13.658,00 | $13.987,00 | $14.952,00 | $15.327,00 | $1.352,00"
USD,4,MK... SERIES (BEVEL HELICAL) MONOBLOC GEARBOX,"MK ….1103 | $15.710,00 | $16.136,00 | $17.312,00 | $18.802,00 | $2.031,00"
USD,4,MK... SERIES (BEVEL HELICAL) MONOBLOC GEARBOX,"MK ….1104 | $16.205,00 | $16.550,00 | $18.073,00 | $19.339,00 | $2.031,00"
USD,4,MK... SERIES (BEVEL HELICAL) MONOBLOC GEARBOX,"MK ….1203 | $20.380,00 | $19.236,00 | $20.181,00 | $22.531,00 | $2.298,00"
USD,4,MK... SERIES (BEVEL HELICAL) MONOBLOC GEARBOX,"MK ….1204 | $21.242,00 | $20.115,00 | $21.054,00 | $23.424,00 | $2.298,00"
USD,5,MK SERIES WITH AUXILIARY DRIVES PRICE LIST($),GEARBOX TYPE | HOLLOW SHAFT (MK…G..) | OUTPUT SHAFT (MK…SL/SR) | SHRINK DISC (MK…SDL/SDR)
USD,5,MK SERIES WITH AUXILIARY DRIVES PRICE LIST($),"MK 403 - İRK 63 / 90 L4a | $7.093,00 | $7.194,00 | $7.761,00"
USD,5,MK SERIES WITH AUXILIARY DRIVES PRICE LIST($),"MK 503 - İRK 73 / 100 L4b | $8.798,00 | $9.006,00 | $9.674,00"
USD,5,MK SERIES WITH AUXILIARY DRIVES PRICE LIST($),"MK 603 - İRK 73 / 112 M4a | $9.791,00 | $9.860,00 | $10.778,00"
USD,5,MK SERIES WITH AUXILIARY DRIVES PRICE LIST($),"MK 703 - İRK 83 / 132 S4a | $13.119,00 | $13.182,00 | $14.554,00"
USD,5,MK SERIES WITH AUXILIARY DRIVES PRICE LIST($),"MK 803 - İRK 83 / 132 S4a | $14.794,00 | $14.855,00 | $16.426,00"
USD,5,MK SERIES WITH AUXILIARY DRIVES PRICE LIST($),"MK903 - İRK 93 / 132 M4a | $18.306,00 | $18.699,00 | $20.299,00"
USD,5,MK SERIES WITH AUXILIARY DRIVES PRICE LIST($),"MK 1003 - İRK 93 / 132 M4a | $20.744,00 | $20.799,00 | $22.866,00"
USD,5,MK SERIES WITH AUXILIARY DRIVES PRICE LIST($),"MK 1103 - İRK 103 / 160 M4b | $26.608,00 | $27.933,00 | $30.716,00"
USD,5,MK SERIES WITH AUXILIARY DRIVES PRICE LIST($),"MK 1203 - İRK 103 / 160 L4a | $30.075,00 | $31.217,00 | $34.714,00"
USD,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,STANDART EXTRUDER FLANGE | OPTIONAL EXTRUDER FLANGE
USD,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,GEARBOX TYPE | EXTRUDER BEARING | PRICE ($) | GEARBOX TYPE | EXTRUDER BEARING | PRICE ($)
USD,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE ….402 | 29420 | $4.167,00 | MAE ….402 | - | -"
USD,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE ….403 | $4.542,00 | MAE ….403 | -"
USD,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE ….502 | 29424 | $5.398,00 | MAE ….502 | 29420 | $5.132,00"
USD,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE ….503 | $5.767,00 | MAE ….503 | $5.510,00"
USD,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE ….602 | 29428 | $6.295,00 | MAE ….602 | - | -"
USD,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE ….603 | $6.712,00 | MAE ….603 | -"
USD,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE ….702 | 29430 | $7.599,00 | MAE ….702 | 29424 | $7.469,00"
USD,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE ….703 | $8.084,00 | MAE ….703 | $7.976,00"
USD,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE ….704 | $7.676,00 | MAE ….704 | $8.108,00"
USD,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE ….802 | 29434 | $10.329,00 | MAE ….802 | - | -"
USD,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE ….803 | $10.859,00 | MAE ….803 | -"
USD,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE ….804 | $11.094,00 | MAE ….804 | -"
USD,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE ….902 | 29436 | $13.520,00 | MAE ….902 | 29430 | $12.045,00"
USD,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE ….903 | $14.375,00 | MAE ….903 | $12.913,00"
USD,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE ….904 | $14.756,00 | MAE ….904 | $13.260,00"
USD,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE…1002 | 29440 | $16.851,00 | MAE…1002 | - | -"
USD,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE…1003 | $17.818,00 | MAE…1003 | -"
USD,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE…1004 | $18.240,00 | MAE…1004 | -"
USD,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE…1102 | 29444 | $20.173,00 | MAE…1102 | 29344 | $19.476,00"
USD,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE…1103 | $21.542,00 | MAE…1103 | $20.759,00"
USD,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE…1104 | $22.230,00 | MAE…1104 | $21.376,00"
USD,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE…1202 | 29448 | $24.854,00 | MAE…1202 | - | -"
USD,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE…1203 | $26.536,00 | MAE…1203 | -"
USD,6,MAE... SERIES EXTRUDER TYPE MONOBLOC GEARBOX ,"MAE…1204 | $27.198,00 | MAE…1204 | -"
USD,6,MKE... SERIES (BEVEL HELICAL)EXTRUDER TYPE MO,STANDART EXTRUDER FLANGE | OPTIONAL EXTRUDER FLANGE
USD,6,MKE... SERIES (BEVEL HELICAL)EXTRUDER TYPE MO,GEARBOX TYPE | EXTRUDER BEARING | PRICE ($) | GEARBOX TYPE | EXTRUDER BEARING | PRICE ($)
USD,6,MKE... SERIES (BEVEL HELICAL)EXTRUDER TYPE MO,"MKE ….403 | 29420 | $5.234,00 | MKE…. 403 | - | -"
USD,6,MKE... SERIES (BEVEL HELICAL)EXTRUDER TYPE MO,"MKE ….503 | 29424 | $6.365,00 | MKE ….503 | 29420 | $5.590,00"
USD,6,MKE... SERIES (BEVEL HELICAL)EXTRUDER TYPE MO,"MKE ….603 | 29428 | $7.468,00 | MKE ….603 | - | -"
USD,6,MKE... SERIES (BEVEL HELICAL)EXTRUDER TYPE MO,"MKE ….703 | 29430 | $9.169,00 | MKE ….703 | 29424 | $8.269,00"
USD,6,MKE... SERIES (BEVEL HELICAL)EXTRUDER TYPE MO,"MKE ….704 | $8.668,00 | MKE ….704 | $8.368,00"
USD,6,MKE... SERIES (BEVEL HELICAL)EXTRUDER TYPE MO,"MKE ….803 | 29434 | $12.238,00 | MKE ….803 | - | -"
USD,6,MKE... SERIES (BEVEL HELICAL)EXTRUDER TYPE MO,"MKE ….804 | $12.465,00 | MKE ….804 | -"
USD,6,MKE... SERIES (BEVEL HELICAL)EXTRUDER TYPE MO,"MKE ….903 | 29436 | $15.776,00 | MKE ….903 | 29430 | $13.317,00"
USD,6,MKE... SERIES (BEVEL HELICAL)EXTRUDER TYPE MO,"MKE ….904 | $16.138,00 | MKE ….904 | $13.687,00"
USD,6,MKE... SERIES (BEVEL HELICAL)EXTRUDER TYPE MO,"MKE…1003 | 29440 | $19.295,00 | MKE…1003 | - | -"
USD,6,MKE... SERIES (BEVEL HELICAL)EXTRUDER TYPE MO,"MKE…1004 | $19.686,00 | MKE…1004 | -"
USD,6,MKE... SERIES (BEVEL HELICAL)EXTRUDER TYPE MO,"MKE…1103 | 29444 | $23.288,00 | MKE…1103 | 29344 | $21.227,00"
USD,6,MKE... SERIES (BEVEL HELICAL)EXTRUDER TYPE MO,"MKE…1104 | $23.833,00 | MKE…1104 | $21.704,00"
USD,6,MKE... SERIES (BEVEL HELICAL)EXTRUDER TYPE MO,"MKE…1203 | 29448 | $27.063,00 | MKE…1203 | -"
USD,6,MKE... SERIES (BEVEL HELICAL)EXTRUDER TYPE MO,"MKE…1204 | $27.987,00 | MKE…1204 | -"
USD,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,GEARBOX TYPE | IEC B5 80/90 | IEC B5 100/112 | IEC B5 132 | IEC B5 160/180 | IEC B5 200 | IEC B5 225 | IEC B5 250 | IEC B5 280 | IEC B5 315
USD,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP ….402 | - | - | - | $1.131,00 | $1.272,00 | $1.355,00 | - | - | -"
USD,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP ….403 | - | $1.073,00 | $1.101,00 | $1.118,00 | $12,00 | - | - | - | -"
USD,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP ….502 | - | - | - | - | - | $1.467,00 | $1.676,00 | $2.138,00 | -"
USD,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP ….503 | - | - | $1.144,00 | $1.174,00 | $1.309,00 | $1.429,00 | $1.638,00 | - | -"
USD,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP ….602 | - | - | - | - | - | $1.467,00 | $1.676,00 | $2.138,00 | -"
USD,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP ….603 | - | - | $1.144,00 | $1.174,00 | $1.309,00 | $1.429,00 | $1.638,00 | - | -"
USD,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP ….702 | - | - | - | - | - | $1.763,00 | $2.000,00 | $2.502,00 | $2.953,00"
USD,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP ….703 | - | - | #DEĞER! | $1.367,00 | $1.514,00 | $1.658,00 | $1.891,00 | $2.370,00 | $2.806,00"
USD,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP ….704 | - | - | $1.281,00 | $1.321,00 | $1.463,00 | - | - | - | -"
USD,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP ….802 | - | - | - | - | - | $1.763,00 | $2.000,00 | $2.502,00 | $2.953,00"
USD,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP ….803 | - | - | - | $1.367,00 | $1.514,00 | $1.658,00 | $1.891,00 | $2.370,00 | $2.806,00"
USD,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP ….804 | - | - | $1.281,00 | $1.321,00 | $1.463,00 | - | - | - | -"
USD,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP ….902 | - | - | - | - | - | $2.081,00 | $2.211,00 | $2.906,00 | $3.348,00"
USD,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP ….903 | - | - | - | $1.683,00 | $1.841,00 | $2.019,00 | $2.267,00 | $2.784,00 | $3.235,00"
USD,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP ….904 | - | - | $1.589,00 | $1.638,00 | $1.799,00 | $1.974,00 | - | - | -"
USD,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP…1002 | - | - | - | - | - | - | - | $2.906,00 | $3.348,00"
USD,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP…1003 | - | - | - | $1.683,00 | $1.841,00 | $2.019,00 | $2.267,00 | $2.784,00 | $3.235,00"
USD,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP…1004 | - | - | $1.589,00 | $1.638,00 | $1.799,00 | $1.974,00 | - | - | -"
USD,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP…1102 | - | - | - | - | - | - | - | - | $3.884,00"
USD,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP…1103 | - | - | - | - | - | $2.486,00 | $2.744,00 | $3.271,00 | $3.751,00"
USD,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP…1104 | - | - | - | $1.969,00 | $2.131,00 | $2.345,00 | $2.610,00 | - | -"
USD,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP…1202 | - | - | - | - | - | - | - | - | $3.884,00"
USD,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP…1203 | - | - | - | - | - | $2.486,00 | $2.744,00 | $3.271,00 | $3.751,00"
USD,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MAP…1204 | - | - | - | $1.969,00 | $2.131,00 | $2.345,00 | $2.610,00 | - | -"
USD,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,REDÜKTÖR TİPİ | IEC B5 80/90 | IEC B5 100/112 | IEC B5 132 | IEC B5 160/180 | IEC B5 200 | IEC B5 225 | IEC B5 250 | IEC B5 280 | IEC B5 315
USD,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MKP ….403 | - | $1.093,00 | $1.128,00 | $1.164,00 | $1.298,00 | - | - | - | -"
USD,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MKP ….404 | $1.083,00 | $1.077,00 | $1.113,00 | - | - | - | - | - | -"
USD,7,MAP... SERIES / IEC B5 FLANGE (PAM) PRICE LIS,"MKP ….503 | - | $1.218,00 | $1.255,00 | $1.293,00 | $1.418,00 | $1.569,00 | $1.857,00 | - | -"
